RSSI;ID;COUNT;TIMER;Vbat;Text;Tint;Ax;Ay;Az;Atot;Atot_mps;Gx;Gy;Gz;Mx;My;Mz;Mtot;Roll;Pitch;Heading;Pressure;Height;Vertical_velocity;Vertical_accelration;Vertical_acc_g;Non_grav_force
-65;TRIDENT;1154;529.95;4.06;30.88;38.1;0.06;1.38;0.4;1.44;14.1264;-29.48;250.13;250.13;-115;96.11;-304.53;339.41;-61.78;51.92;253.37;95.63;485.9052361;-8.107822995;-4.572516829;-0.46610773;10.86167887
-67;TRIDENT;1155;530.41;4.06;30.85;38.09;-0.1;1.51;0.42;1.57;15.4017;-250.14;202.24;168.31;-134.35;81.57;-306.18;344.16;-71.16;65.33;243.64;95.67;482.2251982;-8.00008244;0.234218597;0.023875494;9.756129723
-73;TRIDENT;1156;530.87;4.06;30.85;38.09;-0.08;1.43;0.53;1.52;14.9112;-174.5;41.63;196.92;-113.5;97.91;-310.22;344.54;-101.07;72.78;222.37;95.71;479.465987;-5.998285202;4.351733127;0.443601746;8.809101381
-70;TRIDENT;1157;531.32;4.06;30.85;38.09;0.01;1.33;0.51;1.42;13.9302;51.47;109.57;250.13;-139.29;72.42;-307.52;345.28;-127.79;79.45;202.27;95.74;475.7881277;-8.173020771;-4.832745709;-0.492634629;10.92153151
-72;TRIDENT;1158;531.78;4.06;30.85;38.09;0.02;1.38;0.5;1.47;14.4207;71.45;97.6;250.13;-112.3;44.83;-302.73;325.98;170.8;79.81;138.33;95.78;471.1925522;-9.99038146;-3.950784107;-0.402730286;10.71868034
-78;TRIDENT;1159;532.24;4.06;30.85;38.09;0.04;1.39;0.46;1.46;14.3226;8.44;208.32;250.13;-131.95;79.77;-303.48;340.4;140.06;72.46;104;95.83;468.4361389;-5.992202915;8.691692488;0.886003312;7.810910728
-71;TRIDENT;1160;532.7;4.06;30.85;38.08;0.02;1.52;0.47;1.59;15.5979;-94.82;230.81;250.13;-111.1;67.62;-292.83;320.42;135.85;59.31;99.08;95.86;464.7620075;-7.987242051;-4.337041599;-0.442104139;10.80751957
-80;TRIDENT;1161;533.16;4.06;30.85;38.07;-0.04;1.57;0.47;1.64;16.0884;-250.14;249.56;224.18;-142.14;89.36;-324.47;365.33;130.3;45.89;97.97;95.9;462.0528162;-5.889546453;4.560207821;0.464852989;8.761152201
-70;TRIDENT;1162;533.61;4.06;30.88;38.06;-0.07;1.31;0.42;1.38;13.5378;-247.83;109.57;201.3;-115.45;85.17;-296.88;329.73;121.63;33.6;100.3;95.93;457.4174663;-10.30077751;-9.802735676;-0.999259498;12.06462921
-66;TRIDENT;1163;534.07;4.06;30.85;38.07;-0.05;1.29;0.48;1.38;13.5378;-116.69;104.84;235.25;-131.2;94.61;-316.52;355.46;111.97;23.6;101.25;95.98;454.6645413;-5.98461941;9.382952386;0.956468133;7.651920951
-65;TRIDENT;1164;534.53;4.06;30.85;38.07;0.02;1.29;0.45;1.37;13.4397;41.16;168.5;250.13;-118.9;47.23;-302.43;328.38;107.14;13.12;102.23;96.01;450.9950581;-7.977137384;-4.331560814;-0.441545445;10.80625899
-64;TRIDENT;1165;534.99;4.06;30.85;38.06;0.03;1.3;0.43;1.36;13.3416;-20.69;250.13;250.13;-121.75;93.26;-303.48;340.03;108.54;1.56;104.85;96.05;447.3709563;-7.878482209;0.214467772;0.021862158;9.760672412
-64;TRIDENT;1166;535.45;4.06;30.88;38.07;-0.04;1.41;0.47;1.48;14.5188;-155.05;175.94;250.13;-129.85;68.37;-299.58;333.59;107.19;-11.04;111.29;96.09;443.7035849;-7.972546587;-0.204487779;-0.02084483;9.857032189
-74;TRIDENT;1167;535.91;4.06;30.88;38.07;-0.08;1.36;0.48;1.44;14.1264;-172.17;128.92;148;-114.4;101.21;-312.62;347.94;99.14;-22.26;116.37;96.13;440.9103563;-6.072236054;4.131109855;0.421112116;8.859844733
-63;TRIDENT;1168;536.36;4.06;30.85;38.07;-0.07;1.34;0.53;1.45;14.2245;-81.19;52.66;165.07;-137.49;92.21;-320.12;360.39;90.32;-27.94;120.59;96.16;437.2455081;-8.144107048;-4.604157765;-0.469333105;10.86895629
-65;TRIDENT;1169;536.82;4.06;30.85;38.07;-0.01;1.17;0.46;1.26;12.3606;49.13;64.26;202.82;-125.05;45.88;-304.08;331.97;85.69;-34.23;123.05;96.2;433.6246815;-7.871362363;0.592923229;0.060440696;9.673627657
-64;TRIDENT;1170;537.28;4.06;30.88;38.06;0.05;1.34;0.46;1.42;13.9302;176.23;144.24;250.13;-110.8;58.63;-295.23;320.74;84.65;-41.74;128.15;96.24;430.8775087;-5.97211464;4.128799397;0.420876595;8.860376139
-66;TRIDENT;1171;537.74;4.06;30.88;38.07;0.03;1.29;0.38;1.35;13.2435;-3.66;250.13;250.13;-138.24;59.38;-307.37;342.22;83.3;-50.51;139.77;96.27;427.2437935;-7.899381012;-4.189709504;-0.427085576;10.77363319
-68;TRIDENT;1172;538.2;4.06;30.9;38.06;-0.03;1.39;0.42;1.46;14.3226;-188.14;250.13;190.72;-108.26;95.96;-307.07;339.44;66.43;-57.22;160.38;96.31;423.5551025;-8.018893346;-0.259809422;-0.026484141;9.869756167
-79;TRIDENT;1173;538.66;4.06;30.88;38.06;-0.07;1.24;0.43;1.31;12.8511;-224.61;122.53;160.67;-142.14;87.86;-324.17;364.7;40.47;-56.8;182.7;96.35;419.9233675;-7.895076038;0.26916806;0.027438131;9.748091346
-70;TRIDENT;1174;539.11;4.06;30.9;38.07;0.03;1.29;0.52;1.39;13.6359;-77.16;120.95;250.13;-110.8;57.13;-296.73;321.85;20.67;-56.47;196.04;96.39;416.2649994;-8.129706873;-0.521401856;-0.053150036;9.929922427
-65;TRIDENT;1175;539.57;4.06;30.9;38.07;0.05;1.31;0.49;1.4;13.734;30.05;160.09;250.13;-126.55;86.96;-302.58;339.31;2.99;-54.31;213.94;96.43;412.6485712;-7.861800497;0.582405166;0.059368518;9.676046812
-65;TRIDENT;1176;540.03;4.06;30.93;38.06;-0.04;1.46;0.5;1.54;15.1074;-132.82;179.51;250.13;-126.55;63.27;-297.18;329.14;-6.77;-45.52;228.46;96.47;408.0784225;-9.935105922;-4.507185706;-0.459448084;10.84665271
-63;TRIDENT;1177;540.49;4.06;30.93;38.06;0.01;1.26;0.48;1.35;13.2435;-60.4;163.01;250.13;-112;95.81;-306.63;340.21;-19.04;-37.43;239.24;96.52;405.3372534;-5.959063204;8.643571127;0.881097974;7.821978641
-67;TRIDENT;1178;540.95;4.06;30.93;38.07;-0.07;1.35;0.47;1.43;14.0283;-191.45;99.62;228.67;-140.49;73.62;-310.82;348.95;-24.88;-26.72;246.52;96.55;400.7965302;-9.871137489;-8.504509316;-0.866922458;11.76603714
-72;TRIDENT;1179;541.41;4.06;30.95;38.06;-0.01;1.34;0.52;1.44;14.1264;-110.06;74.12;250.13;-102.71;78.42;-295.53;322.55;-34.31;-18.66;252.87;96.6;397.1440018;-7.940279012;4.197518429;0.427881593;8.844570761
-79;TRIDENT;1180;541.86;4.06;30.95;38.06;-0.06;1.22;0.41;1.29;12.6549;-103.88;171.69;250.13;-141.09;88.31;-321.32;361.87;-39.5;-9.82;258.75;96.64;394.4054089;-6.085762054;4.121148795;0.420096717;8.862135777
-66;TRIDENT;1181;542.32;4.06;30.95;38.07;-0.03;1.27;0.44;1.35;13.2435;-47.76;182.79;250.13;-111.7;67.62;-293.73;321.45;-43.4;1.9;261.65;96.67;390.7807212;-7.879755958;-3.899986749;-0.397552166;10.70699695
-70;TRIDENT;1182;542.78;4.06;30.97;38.07;-0.09;1.34;0.48;1.43;14.0283;-165.27;57.1;182.99;-121.45;103.76;-318.17;356.02;-45.06;13.88;263.72;96.71;386.2191566;-9.91644476;-4.427584352;-0.451333777;10.8283444
-66;TRIDENT;1183;543.24;4.06;30.97;38.07;-0.08;1.3;0.52;1.41;13.8321;-108.89;-31.07;180.79;-140.49;84.12;-316.52;356.37;-50.73;21.61;266.66;96.76;383.483134;-5.947875216;8.627325097;0.879441906;7.825715228
-67;TRIDENT;1184;543.7;4.06;30.97;38.07;0.03;1.27;0.49;1.36;13.3416;144.15;43.39;250.13;-119.05;40.18;-310.07;334.56;-52.51;26.62;272.85;96.79;379.8361719;-7.928178445;-4.30500702;-0.438838636;10.80015161
-64;TRIDENT;1185;544.16;4.06;30.97;38.06;0.08;1.44;0.45;1.51;14.8131;169.16;248.43;250.13;-124.75;63.57;-295.68;327.16;-42.61;34.87;279.77;96.83;376.227539;-7.844854104;0.181139871;0.018464819;9.76833783
-67;TRIDENT;1186;544.61;4.06;31;38.07;0.05;1.41;0.41;1.47;14.4207;-44.72;250.13;250.13;-124.3;55.03;-299.43;328.84;-34.39;48.95;282.2;96.87;372.5826561;-8.099739849;-0.566412765;-0.057738304;9.940274936
-67;TRIDENT;1187;545.07;4.06;31;38.06;-0.06;1.41;0.4;1.46;14.3226;-202.66;250.13;213.51;-127.6;103.91;-327.62;366.62;-31.53;62.92;287.85;96.91;369.8741135;-5.888135991;4.807834473;0.490095257;8.704198071
-65;TRIDENT;1188;545.53;4.06;31.02;38.06;-0.07;1.3;0.46;1.38;13.5378;-200.05;64.64;250.13;-127.45;73.77;-298.38;332.74;-35.99;75.91;292.1;96.94;365.3205644;-9.899019866;-8.719312772;-0.888818835;11.81544194
-63;TRIDENT;1189;545.99;4.06;31.02;38.06;-0.02;1.32;0.5;1.41;13.8321;-87.92;108.02;250.13;-117.4;92.81;-303.93;338.78;5.39;82.98;342.34;96.99;361.6790935;-7.916240938;4.310388974;0.439387255;8.818610536
-64;TRIDENT;1190;546.45;4.06;31.02;38.06;0;1.37;0.49;1.45;14.2245;-83.71;190.05;250.13;-132.85;62.07;-303.18;336.77;72.61;78.86;53.97;97.03;358.9841909;-5.858484042;4.473384556;0.456002503;8.781121552
-63;TRIDENT;1191;546.91;4.06;31.05;38.06;0;1.3;0.45;1.37;13.4397;-74.03;192.11;250.13;-108.41;91.31;-300.33;332.09;95.99;68.94;81.76;97.06;355.3444875;-7.912398579;-4.465031601;-0.45515103;10.83695727
-64;TRIDENT;1192;547.36;4.06;31.05;38.06;-0.04;1.43;0.47;1.5;14.715;-139.19;212.37;250.13;-136.14;74.07;-305.88;342.9;105.07;57.2;95.27;97.1;351.7059982;-8.085531931;-0.384740783;-0.039219244;9.89849038
-63;TRIDENT;1193;547.82;4.06;31.05;38.07;-0.03;1.32;0.46;1.4;13.734;-137.31;183.3;250.13;-106.76;92.36;-302.58;333.89;104.65;45.36;102.05;97.14;348.0916061;-7.857374117;0.495995249;0.050560168;9.695921093
-66;TRIDENT;1194;548.28;4.06;31.07;38.06;-0.04;1.38;0.49;1.47;14.4207;-144.38;131.21;250.13;-140.04;74.37;-310.97;349.07;102.44;33.67;107.63;97.18;344.4553029;-7.905006923;-0.103549579;-0.010555513;9.833816403
-68;TRIDENT;1195;548.74;4.06;31.07;38.07;-0.05;1.29;0.45;1.36;13.3416;-172.72;131.02;250.13;-104.36;81.87;-297.18;325.44;98.37;22.48;111.74;97.22;340.8538203;-7.829309972;0.164558589;0.016774576;9.772151525
-76;TRIDENT;1196;549.2;4.06;31.1;38.05;-0.01;1.44;0.54;1.54;15.1074;-88.09;157.5;250.13;-139.14;85.47;-315.17;354.96;93.12;11.71;115.4;97.26;337.2417478;-7.85233146;-0.050046712;-0.005101602;9.821510744
-67;TRIDENT;1197;549.66;4.06;31.12;38.06;0.07;1.43;0.52;1.52;14.9112;-23.21;137.42;250.13;-104.81;62.82;-294.33;318.69;89.73;1.19;120.31;97.3;333.6084789;-7.898410642;-0.100172136;-0.010211227;9.833039591
-74;TRIDENT;1198;550.11;4.06;31.12;38.06;0;1.4;0.43;1.46;14.3226;-116.78;250.13;250.13;-139.89;85.62;-317.42;357.29;88.37;-9.13;125.61;97.34;330.0089535;-7.998945522;-0.223410845;-0.022773786;9.861384494
-65;TRIDENT;1199;550.57;4.06;31.15;38.06;-0.08;1.29;0.39;1.35;13.2435;-177.1;193.94;85.15;-120.4;89.81;-300.63;336.07;81.24;-17.72;136.66;97.38;326.3455668;-7.963884071;0.076220545;0.007769678;9.792469275
-61;TRIDENT;1200;551.03;4.06;31.12;38.06;-0.04;1.32;0.53;1.42;13.9302;-127.89;-6.72;250.13;-119.95;98.06;-307.97;344.75;72.01;-18.94;145.04;97.42;322.7477404;-7.821361636;0.309831382;0.031583219;9.738738782
-64;TRIDENT;1201;551.49;4.06;31.15;38.06;0;1.42;0.56;1.52;14.9112;10.23;95.36;250.13;-136.59;48.13;-312.92;344.81;65.66;-27.79;149.26;97.46;320.0260299;-5.916762028;4.140433929;0.422062582;8.857700196
-62;TRIDENT;1202;551.95;4.06;31.15;38.05;0.03;1.32;0.46;1.4;13.734;11.22;206.47;250.13;-106.46;68.67;-292.98;319.2;61.47;-34.61;158.54;97.49;315.512088;-9.812917092;-8.469902314;-0.863394731;11.75807753
-62;TRIDENT;1203;552.41;4.06;31.17;38.05;0.06;1.48;0.51;1.56;15.3036;-26.79;221.48;250.13;-135.69;63.12;-306.33;340.93;53.3;-38.4;173.36;97.54;312.7920063;-5.913221171;8.47759983;0.864179391;7.860152039
-64;TRIDENT;1204;552.86;4.06;31.17;38.04;-0.01;1.26;0.38;1.32;12.9492;-136.6;250.13;250.13;-110.06;98.66;-307.67;341.34;41.91;-39.62;189.98;97.57;309.1967617;-7.989432365;-4.613802655;-0.470316275;10.87117461
-84;TRIDENT;1205;553.32;4.06;31.2;38.04;-0.1;1.35;0.43;1.42;13.9302;-217.98;155.21;107.18;-143.94;80.97;-322.37;362.21;25.81;-36.69;207.19;97.61;305.5718851;-7.880166572;0.237534333;0.02421349;9.755367104
-68;TRIDENT;1206;553.78;4.06;31.2;38.04;-0.08;1.27;0.49;1.36;13.3416;-139.1;18;212.26;-110.95;71.67;-294.18;322.47;13.06;-32.85;214.89;97.65;301.9482107;-7.877553043;0.005681585;0.000579163;9.808693235
-62;TRIDENT;1207;554.24;4.06;31.2;38.04;0;1.41;0.54;1.51;14.8131;43.4;74.72;250.13;-125.35;81.57;-300.18;335.37;2.26;-33.06;225.17;97.69;299.250907;-5.863703803;4.377933129;0.44627249;8.80307538
-65;TRIDENT;1208;554.7;4.06;31.22;38.03;0.04;1.36;0.48;1.44;14.1264;66.7;167.15;250.13;-129.85;45.88;-311.57;340.65;-1.7;-30.32;236.63;97.72;295.648522;-7.831271737;-4.277321595;-0.436016473;10.79378397
-63;TRIDENT;1209;555.16;4.06;31.24;38.04;0.03;1.47;0.5;1.56;15.3036;-41.4;196.84;250.13;-111.1;88.61;-298.53;330.63;-3.67;-24.44;247.31;97.76;292.0276733;-7.8714102;-0.087257528;-0.008894753;9.830069231
-66;TRIDENT;1210;555.61;4.06;31.24;38.03;0.02;1.4;0.5;1.49;14.6169;-135.42;187.18;250.13;-134.95;64.47;-302.88;337.79;-8.39;-15.51;256.77;97.8;288.4364485;-7.980499542;-0.24242076;-0.024711596;9.865756775
-66;TRIDENT;1211;556.07;4.06;31.27;38.03;-0.03;1.4;0.45;1.47;14.4207;-171.73;250.13;177.94;-113.95;98.96;-311.27;345.93;-15.13;-6.03;264.99;97.84;285.7222301;-5.900474729;4.521793073;0.460937112;8.769987593
-73;TRIDENT;1212;556.53;4.06;31.27;38.02;-0.07;1.25;0.45;1.33;13.0473;-162.14;138.49;125.88;-143.04;85.17;-320.87;361.48;-21.84;4.84;268.18;97.87;282.122854;-7.824730649;-4.183165045;-0.426418455;10.77212796
-71;TRIDENT;1213;556.99;4.06;31.29;38.02;-0.01;1.15;0.46;1.23;12.0663;18.66;60.72;250.13;-111.25;55.48;-295.68;320.75;-27.37;10.85;270.43;97.91;278.5333475;-7.803274914;0.046642902;0.004754628;9.799272133
-68;TRIDENT;1214;557.45;4.06;31.32;38.02;0.07;1.22;0.36;1.27;12.4587;199.98;202.35;250.13;-132.25;70.77;-300.18;335.57;-24.22;17.33;278.75;97.95;274.9172363;-7.861111423;-0.12573154;-0.012816671;9.838918254
-68;TRIDENT;1215;557.91;4.06;31.32;38.03;0.03;1.4;0.43;1.46;14.3226;-32.79;250.13;250.13;-118.15;54.88;-298.68;325.85;-12.92;28.83;286.1;97.99;271.3201415;-7.819771336;0.089869754;0.009161035;9.789329957
-69;TRIDENT;1216;558.36;4.06;31.34;38.02;-0.06;1.29;0.38;1.35;13.2435;-149.31;239.24;237.16;-127.75;104.06;-330.47;369.26;-7.91;40.51;296.07;98.03;267.7061823;-8.031020452;-0.46944248;-0.047853464;9.91797177
-67;TRIDENT;1217;558.82;4.06;31.34;38.02;-0.09;1.41;0.5;1.5;14.715;-250.14;46.32;148.95;-131.35;75.27;-303.18;338.87;-3.87;51.51;309.13;98.07;265.022605;-5.833863593;4.776427954;0.486893777;8.711421571
-69;TRIDENT;1218;559.28;4.06;31.37;38.02;0.03;1.29;0.51;1.39;13.6359;1.01;35.76;250.13;-108.86;81.87;-296.88;326.63;-5.52;54.33;319.25;98.1;260.5246169;-9.778235129;-8.574720729;-0.874079585;11.78218577
-77;TRIDENT;1219;559.74;4.06;31.39;38.02;0;1.47;0.54;1.57;15.4017;-1.79;136.37;250.13;-140.34;61.77;-311.27;346.99;10.27;55.8;337.47;98.15;257.8162744;-5.887700893;8.457683121;0.862149146;7.864732882
-71;TRIDENT;1220;560.2;4.06;31.39;38.02;0.03;1.42;0.51;1.51;14.8131;-43.19;208.53;250.13;-106.31;70.32;-291.63;318.27;28.21;57.76;358.77;98.18;254.2312352;-7.793563656;-4.143179919;-0.422342499;10.76293138
-76;TRIDENT;1221;560.66;4.06;31.42;38.01;0;1.51;0.54;1.61;15.7941;-107.63;216.9;250.13;-137.64;87.26;-312.47;352.42;47.99;57.77;23.61;98.22;250.6219891;-7.846187124;-0.114398845;-0.011661452;9.836311734
-66;TRIDENT;1222;561.11;4.06;31.42;38.01;-0.05;1.33;0.46;1.41;13.8321;-157.02;166.6;248.5;-112.45;77.37;-293.88;324.03;63.05;54.09;47.02;98.26;247.0301531;-7.981857699;-0.301490166;-0.030732943;9.879342738
-65;TRIDENT;1223;561.57;4.06;31.44;38.01;-0.07;1.45;0.52;1.54;15.1074;-184.99;137.39;196.44;-123.7;103.31;-316.82;355.46;70.4;47.46;64.43;98.3;244.3487776;-5.82907729;4.67995741;0.477059879;8.733609796
-71;TRIDENT;1224;562.03;4.06;31.47;38.01;-0.03;1.43;0.58;1.55;15.2055;-95.27;35.69;250.13;-135.54;66.87;-304.98;340.37;70.06;40.88;74.28;98.33;239.8407522;-9.800055121;-8.632560502;-0.879975586;11.79548892
-73;TRIDENT;1225;562.49;4.06;31.47;38.01;-0.01;1.31;0.5;1.4;13.734;-23.65;150.56;240.02;-107.66;76.17;-293.28;321.57;70.24;31.82;80.68;98.38;237.1679662;-5.810404374;8.673153798;0.884113537;7.815174626
-74;TRIDENT;1226;562.95;4.06;31.51;38.01;-0.01;1.34;0.49;1.43;14.0283;-49.74;187.37;250.13;-135.99;85.92;-309.92;349.18;74.4;24.09;91.01;98.41;233.5479654;-7.869566964;-4.476440413;-0.456314007;10.83958129
-68;TRIDENT;1227;563.41;4.06;31.49;38;0.01;1.28;0.44;1.36;13.3416;-50.37;192.2;250.13;-111.25;66.27;-293.58;320.87;75.8;15.58;99.82;98.45;229.9824601;-7.751098517;0.257540102;0.026252814;9.750765776
-64;TRIDENT;1228;563.86;4.06;31.54;38;-0.04;1.33;0.46;1.41;13.8321;-128.61;179.54;250.13;-131.2;97.91;-316.52;356.35;76.18;7.49;110.03;98.49;226.379808;-8.005893467;-0.566211001;-0.057717737;9.94022853
-61;TRIDENT;1229;564.32;4.06;31.54;38;-0.06;1.36;0.49;1.45;14.2245;-194.32;91.89;235.05;-124.3;71.22;-297.03;329.77;71.83;-0.23;119.89;98.53;222.7929634;-7.797488258;0.453054802;0.046182956;9.705797396
-65;TRIDENT;1230;564.78;4.06;31.56;38.01;-0.04;1.31;0.49;1.4;13.734;-74.2;113.56;250.13;-114.4;98.21;-307.52;342.5;64.1;-7.28;127.6;98.57;220.0924619;-5.87065557;4.188766715;0.426989471;8.846583656
-67;TRIDENT;1231;565.24;4.06;31.56;38;0;1.29;0.46;1.37;13.4397;-36.47;115.56;250.13;-137.94;64.47;-306.48;342.22;59.86;-13.84;136.41;98.6;215.6143302;-9.735068766;-8.400898253;-0.856360678;11.7422066
-70;TRIDENT;1232;565.7;4.06;31.59;38;0.02;1.23;0.42;1.3;12.753;-39.33;236.63;250.13;-104.36;80.97;-294.78;323.02;56.03;-19.77;145.79;98.65;212.9153363;-5.867378192;8.408022988;0.857086951;7.876154713
-74;TRIDENT;1233;566.15;4.06;31.59;38.01;-0.07;1.31;0.45;1.39;13.6359;-193.69;125.05;250.13;-138.24;89.06;-317.27;357.36;49.81;-22.21;159.63;98.68;208.4321676;-9.962596918;-9.10048606;-0.92767442;11.90311179
-68;TRIDENT;1234;566.61;4.06;31.61;38;0.02;1.42;0.53;1.52;14.9112;-36.73;108.52;250.13;-110.51;65.82;-293.13;320.11;37.89;-26.2;170.21;98.73;203.9368694;-9.772387512;0.41349871;0.042150735;9.714895297
-68;TRIDENT;1235;567.07;4.06;31.61;38.01;-0.01;1.25;0.39;1.31;12.8511;-113.65;242.72;250.13;-134.5;90.11;-313.52;352.85;31.37;-27.57;182.42;98.78;201.2603846;-5.818445274;8.595526604;0.876200469;7.833028881
-63;TRIDENT;1236;567.53;4.06;31.64;38;-0.05;1.3;0.44;1.38;13.5378;-167.6;149.11;223.33;-117.55;73.47;-294.48;325.48;21.5;-23.47;196.69;98.81;196.7675909;-9.766942817;-8.583690311;-0.874993916;11.78424877
-62;TRIDENT;1237;567.99;4.06;31.64;38.01;-0.07;1.2;0.41;1.27;12.4587;-90.7;214.11;176.12;-125.95;102.86;-324.77;363.2;11.15;-19.95;208.12;98.86;193.1873565;-7.783118159;4.3126623;0.439618991;8.818087671
-73;TRIDENT;1238;568.45;4.06;31.66;38;-0.07;1.37;0.53;1.47;14.4207;-171.54;35.98;206.44;-137.79;70.02;-306.63;343.38;5.69;-12.59;216.46;98.9;189.5953871;-7.808629121;-0.055458613;-0.005653274;9.822755481
-61;TRIDENT;1239;568.9;4.06;31.66;38.01;-0.06;1.3;0.51;1.39;13.6359;-60.4;23.77;222.27;-113.05;67.47;-292.98;321.2;-2.29;-12.12;224.8;98.94;186.920577;-5.944022476;4.143570324;0.422382296;8.856978826
-61;TRIDENT;1240;569.36;4.06;31.69;38;0.02;1.18;0.45;1.26;12.3606;28.08;139.74;247.83;-120.7;85.62;-299.43;334;-6;-9.18;233.56;98.97;182.4329284;-9.755757735;-8.286380999;-0.844687156;11.71586763
-62;TRIDENT;1241;569.82;4.06;31.69;38;-0.01;1.22;0.41;1.28;12.5568;44.66;210.66;250.13;-130.3;51.13;-304.83;335.43;-5.12;-3.34;242.99;99.02;178.8558643;-7.776226474;4.303328828;0.438667567;8.82023437
-66;TRIDENT;1242;570.28;4.06;31.71;38.01;-0.01;1.4;0.49;1.48;14.5188;-49.82;234.72;250.13;-110.21;89.81;-300.03;332.01;-2.71;6.47;252.27;99.06;175.2795027;-7.774699163;0.003320243;0.000338455;9.809236344
-79;TRIDENT;1243;570.74;4.06;31.73;38;-0.11;1.35;0.44;1.43;14.0283;-223.08;122.26;232.96;-142.14;83.67;-317.57;357.85;-2.66;15.19;262.06;99.1;171.69258;-7.79765791;-0.049910321;-0.005087698;9.821479374
-66;TRIDENT;1244;571.2;4.06;31.73;38;-0.03;1.44;0.56;1.54;15.1074;-137.13;57.22;250.13;-111.7;74.22;-294.33;323.45;-7.92;20.19;272.11;99.14;168.1233707;-7.759150594;0.083711557;0.008533288;9.790746342
-64;TRIDENT;1245;571.65;4.06;31.76;38;0;1.28;0.48;1.36;13.3416;-9.04;154.44;242.21;-127.75;93.26;-306.18;344.62;-9.04;25.28;282.37;99.18;164.5492306;-7.942533567;-0.407517718;-0.041541052;9.903729075
-65;TRIDENT;1246;572.11;4.06;31.78;38;0.02;1.29;0.51;1.39;13.6359;-42.66;101.47;250.13;-131.5;56.83;-303.63;335.72;-4.22;32.51;292.41;99.22;160.965233;-7.791299132;0.328770511;0.033513814;9.734382782
-65;TRIDENT;1247;572.57;4.06;31.78;37.99;0.09;1.58;0.53;1.67;16.3827;94.93;131.98;250.13;-112.9;79.92;-294.03;324.94;1.73;36.79;304.73;99.26;157.3824048;-7.788756983;0.005526411;0.000563345;9.808728926
-67;TRIDENT;1248;573.03;4.06;31.78;37.99;0.04;1.38;0.41;1.44;14.1264;-121.62;250.13;250.13;-128.65;56.38;-300.78;331.96;14.72;41.39;318.93;99.3;153.8158766;-7.753322307;0.077031905;0.007852386;9.792282662
-69;TRIDENT;1249;573.49;4.06;31.81;37.98;-0.06;1.29;0.36;1.34;13.1454;-211.71;250.13;118.92;-119.8;107.51;-328.82;366.1;23.28;47.52;337.08;99.34;150.2448851;-7.763024961;-0.021092726;-0.002150125;9.814851327
-79;TRIDENT;1250;573.95;4.06;31.83;37.99;-0.08;1.35;0.49;1.44;14.1264;-214.4;67.37;174.12;-138.24;75.57;-307.97;345.93;26.16;54.07;350.89;99.38;146.664973;-7.782417536;-0.042157771;-0.004297428;9.819696287
-86;TRIDENT;1251;574.4;4.06;31.83;37.99;0.03;1.23;0.49;1.32;12.9492;13.47;50.82;250.13;-105.71;67.92;-293.73;319.48;29.17;53.13;4.75;99.42;143.0862271;-7.952768645;-0.378558021;-0.038588993;9.897068345
-77;TRIDENT;1252;574.86;4.06;31.83;37.98;0.02;1.43;0.48;1.51;14.8131;72.89;209.48;250.13;-140.19;72.42;-308.42;346.45;41.49;48.07;19.17;99.46;139.5315183;-7.727627812;0.489436595;0.0498916;9.697429583
-72;TRIDENT;1253;575.32;4.06;31.88;37.98;-0.06;1.33;0.44;1.41;13.8321;-193.51;189.59;245.92;-121.45;68.07;-295.38;326.55;58.87;45.87;39.06;99.5;135.9678872;-7.74702426;-0.042166191;-0.004298287;9.819698224
-72;TRIDENT;1254;575.78;4.06;31.91;37.98;-0.06;1.28;0.44;1.35;13.2435;-176.21;145.62;227.91;-120.55;103.46;-316.37;354.02;61.68;39.93;53.48;99.54;132.3916969;-7.774326702;-0.059353137;-0.006050269;9.823651221
-75;TRIDENT;1255;576.24;4.06;31.91;37.99;-0.01;1.31;0.5;1.4;13.734;-55.02;93.15;250.13;-133.9;60.13;-303.33;336.97;61.91;33.42;65.05;99.58;127.9230945;-9.714352945;-4.217448353;-0.429913186;10.78001312
-74;TRIDENT;1256;576.7;4.06;31.91;37.98;-0.09;1.41;0.5;1.5;14.715;-147.44;119.76;208.46;-112.75;88.76;-298.98;331.63;64.24;25.79;74.06;99.63;125.2510158;-5.808866854;8.490187155;0.865462503;7.857256954
-72;TRIDENT;1257;577.15;4.06;31.93;37.98;-0.01;1.24;0.5;1.34;13.1454;-55.21;89.5;250.13;-130.75;91.16;-310.97;349.44;61.1;19.72;81.52;99.66;120.7850249;-9.924424069;-9.1456827;-0.932281621;11.91350702
-66;TRIDENT;1258;577.61;4.06;31.93;37.99;0.04;1.46;0.56;1.57;15.4017;3.07;87.28;250.13;-121;47.23;-301.23;328.04;61.64;12.59;90.12;99.71;117.2327481;-7.722340896;4.787137333;0.487985457;8.708958414
-66;TRIDENT;1259;578.07;4.06;31.98;37.99;0.02;1.25;0.44;1.32;12.9492;-87.56;200.03;250.13;-117.55;89.36;-299.58;333.99;63.44;5.61;98.75;99.75;113.6692855;-7.746657849;-0.052862942;-0.005388679;9.822158477
-67;TRIDENT;1260;578.53;4.06;32;37.98;-0.02;1.33;0.46;1.4;13.734;-87.47;228.05;234.87;-135.99;74.22;-304.23;341.4;61.21;0.15;109.97;99.79;110.0992978;-7.760842871;-0.030837004;-0.003143426;9.817092511
