RSSI;ID;COUNT;TIMER;Vbat;Text;Tint;Ax;Ay;Az;Atot;Atot_mps;Gx;Gy;Gz;Mx;My;Mz;Mtot;Roll;Pitch;Heading;Pressure;Height;Vertical_velocity;Vertical_accelration;Vertical_acc_g;Non_grav_force
-75;TRIDENT;1261;578.99;4.06;32;37.98;-0.1;1.44;0.5;1.52;14.9112;-250.14;41.79;211.4;-108.11;94.61;-304.83;336.98;57.93;-3.01;122.2;99.83;106.5304683;-7.758325115;0.005473382;0.000557939;9.808741122
-79;TRIDENT;1262;579.45;4.06;32;37.98;0.04;1.36;0.53;1.46;14.3226;14.18;141.77;250.13;-138.24;75.27;-308.87;346.67;47.72;-8.61;128.3;99.87;102.9729185;-7.733803728;0.053307364;0.005433982;9.797739306
-74;TRIDENT;1263;579.9;4.06;32.03;37.98;0.06;1.33;0.47;1.41;13.8321;8.89;142.72;250.13;-104.51;58.03;-296.13;319.35;46.42;-12.46;138.84;99.91;98.5145162;-9.907560751;-4.830571162;-0.492412962;10.92103137
-74;TRIDENT;1264;580.36;4.06;32.03;37.98;-0.01;1.46;0.47;1.53;15.0093;-141.07;220.03;250.13;-137.64;86.06;-313.07;352.66;44.43;-15.05;150.56;99.96;94.9553169;-7.737389766;4.717763009;0.48091366;8.724914508
-61;TRIDENT;1265;580.82;4.06;32.05;37.98;-0.06;1.42;0.47;1.5;14.715;-222.9;189.5;133.11;-117.25;84.27;-298.98;332.02;35.46;-13.71;164.89;100;90.50876722;-9.666412361;-4.193527379;-0.427474758;10.7745113
-62;TRIDENT;1266;581.28;4.06;32.08;37.97;-0.07;1.29;0.49;1.38;13.5378;-149.94;83.89;173.36;-121.6;102.11;-319.22;356.53;25.28;-9.01;173.48;100.05;86.94535865;-7.746540368;4.173634766;0.425446969;8.850064004
-64;TRIDENT;1267;581.74;4.06;32.08;37.98;0.01;1.3;0.5;1.39;13.6359;33.08;70.82;250.13;-134.35;54.58;-307.37;339.86;18.77;-9.42;181.07;100.09;83.38856674;-7.732156335;0.031269637;0.003187527;9.802807984
-68;TRIDENT;1268;582.2;4.06;32.1;37.98;-0.02;1.45;0.51;1.53;15.0093;19.02;179.04;250.13;-108.41;70.92;-292.23;319.66;18.69;-10.76;191.22;100.13;79.83507548;-7.724980983;0.015598591;0.00159007;9.806412324
-67;TRIDENT;1269;582.65;4.06;32.13;37.98;0;1.43;0.5;1.51;14.8131;-70.53;209.8;250.13;-140.49;73.92;-311.12;349.29;17.97;-7.12;202.96;100.17;76.27454035;-7.912300301;-0.416265151;-0.042432737;9.905740985
-68;TRIDENT;1270;583.11;4.06;32.13;37.98;-0.03;1.27;0.39;1.33;13.0473;-97.95;250.13;250.13;-104.66;84.27;-295.98;325.05;14.67;-2.24;214.73;100.21;71.83019508;-9.661620144;-3.802869223;-0.387652316;10.68465992
-72;TRIDENT;1271;583.57;4.06;32.15;37.98;-0.05;1.24;0.42;1.31;12.8511;-158.92;166.7;228.58;-140.64;85.77;-319.97;359.88;11.5;5.23;226.64;100.26;;;;;
-62;TRIDENT;1272;584.03;4.06;32.18;37.98;;;;;;;;;;;;;;;237.32;100.3;64.72134262;;;;
-61;TRIDENT;1273;584.49;4.06;32.18;37.98;0.02;1.43;0.57;1.54;15.1074;-46.24;76.66;250.13;-125.95;91.46;-307.37;344.54;3.83;13.75;247.93;100.34;61.16911645;-7.722230801;-16.78745826;-1.711259762;13.6711154
-61;TRIDENT;1274;584.94;4.06;32.2;37.98;0.01;1.38;0.49;1.47;14.4207;-5.45;159.07;250.13;-122.95;52.78;-300.78;329.2;4.91;16.93;258.67;100.38;57.61757193;-7.892321156;-0.377978567;-0.038529925;9.89693507
-63;TRIDENT;1275;585.4;4.06;32.22;37.97;-0.02;1.52;0.48;1.59;15.5979;-163.76;233.47;250.13;-122.8;99.41;-312.02;349.74;8.71;21.43;270.01;100.42;54.06316762;-7.726965879;0.359467995;0.036643017;9.727322361
-62;TRIDENT;1276;585.86;4.06;32.22;37.97;-0.03;1.44;0.47;1.52;14.9112;-194.67;189.5;250.13;-124.45;72.87;-297.78;330.86;7.85;29.85;282.68;100.46;49.62664846;-9.644606878;-4.168784782;-0.424952577;10.7688205
-61;TRIDENT;1277;586.32;4.06;32.25;37.98;-0.03;1.43;0.52;1.52;14.9112;-201.94;127.66;250.13;-122.2;100.31;-315.02;352.47;7.52;36.6;296.03;100.51;46.96240904;-5.791824827;8.375613155;0.853783196;7.883608974
-62;TRIDENT;1278;586.78;4.06;32.25;37.97;-0.04;1.44;0.54;1.54;15.1074;-177.37;132.78;250.13;-133.45;62.97;-302.88;336.91;8.77;40.3;309.9;100.54;43.41393395;-7.714076272;-4.178807489;-0.42597426;10.77112572
-75;TRIDENT;1279;587.24;4.06;32.27;37.97;-0.01;1.28;0.49;1.38;13.5378;-90.87;138.29;250.13;-107.06;83.07;-297.48;326.89;11.85;42.74;324.34;100.58;39.86744261;-7.709763798;0.009374943;0.000955652;9.807843763
-83;TRIDENT;1280;587.69;4.06;32.3;37.97;-0.01;1.27;0.48;1.36;13.3416;-48.21;155.48;250.13;-139.14;82.47;-310.67;350.26;19.85;45.15;340.15;100.62;35.43292497;-9.854483644;-4.766044103;-0.485835281;10.90619014
-72;TRIDENT;1281;588.15;4.06;32.32;37.98;0.04;1.34;0.49;1.42;13.9302;-46.78;170.37;250.13;-108.86;62.37;-293.88;319.54;30.66;46.06;357.08;100.67;31.88763864;-7.707144195;4.668129237;0.475854153;8.736330276
-74;TRIDENT;1282;588.61;4.06;32.35;37.97;0;1.5;0.54;1.59;15.5979;-168.05;134.2;250.13;-134.8;88.91;-309.62;349.2;41.39;44.96;14.19;100.71;28.34001369;-7.712228149;-0.011052073;-0.001126613;9.812541977
-68;TRIDENT;1283;589.07;4.06;32.35;37.98;-0.04;1.47;0.49;1.54;15.1074;-155.77;192.6;250.13;-115.6;79.02;-294.63;326.21;45.57;41.79;29.68;100.75;24.79515229;-7.706220433;0.013060251;0.00133132;9.806996142
-65;TRIDENT;1284;589.53;4.06;32.37;37.97;-0.08;1.39;0.47;1.47;14.4207;-156.4;196.55;181.65;-132.7;100.01;-327.02;366.81;50.91;39.79;47.2;100.79;20.36335894;-9.634333364;-4.191549849;-0.427273175;10.77405647
-66;TRIDENT;1285;589.98;4.06;32.37;37.98;-0.04;1.25;0.5;1.35;13.2435;-144.84;62.26;244.12;-127.3;62.22;-299.73;331.53;53.4;37.62;60.31;100.84;17.70629603;-5.904584247;8.288331371;0.844885971;7.903683785
-70;TRIDENT;1286;590.44;4.06;32.39;37.97;0.01;1.42;0.53;1.52;14.9112;29.05;90.82;250.13;-110.21;80.22;-294.33;324.36;54.03;31.16;70.36;100.87;13.27836222;-9.625943074;-8.089910495;-0.824659582;11.67067941
-71;TRIDENT;1287;590.9;4.06;32.42;37.98;0.05;1.57;0.51;1.65;16.1865;104.98;125.05;250.13;-135.99;53.53;-310.82;343.47;59.74;24.32;79.8;100.92;9.73654099;-7.69961136;4.18767764;0.426878455;8.846834143
-76;TRIDENT;1288;591.36;4.06;32.44;37.97;-0.02;1.56;0.49;1.64;16.0884;-114.18;249.39;250.13;-114.25;95.06;-303.48;337.92;67.6;17.38;89.53;100.96;5.309776136;-9.623401858;-4.182153255;-0.426315317;10.77189525
-85;TRIDENT;1289;591.82;4.06;32.44;37.97;-0.04;1.47;0.46;1.54;15.1074;-243.44;215.1;;-137.19;74.52;-306.63;344.08;65.99;11.72;102.63;101.01;;-11.5429916;-4.173021178;-0.425384422;10.76979487
-96;TRIDENT;1290;592.28;4.06;32.47;37.98;-0.07;1.37;0.51;1.46;14.3226;-200.85;35.98;250.13;-112.6;97.31;-307.82;341.91;58;;;;;;;;
